+2, +16, +17
-15, +5, +10
+2, -16, +10
+13, -6, +15
+2, -1, -14
-15, +6, -3
-9, -4, -12
-8, -12, -18
+6, -15, -20
+16, +13, +4
+1, +7, -12
-4, +20, -19
+8, -17, -15
+1, -19, +8
+2, -11, +16
+5, -15, +20
-17, -18, -13
-19, -17, +18
-10, +18, +13
-10, +16, +2
-11, +19, +7
-18, -12, +8
-15, -12, -5
-16, +4, +3
-2, -15, +14
+19, -10, -7
+6, -10, -18
-16, -2, +20
-11, +4, +7
-3, +15, +20
+16, -13, -18
-17, +14, +7
+3, -5, +11
+10, -17, -19
+14, +16, -7
+10, +5, -12
-14, +15, -7
-2, -9, -17
+7, +18, +9
+10, -20, -6
+7, -16, +1
-1, -10, -20
+6, -14, +15
+18, -13, -15
-14, -4, -12
-3, +16, +17
-5, +4, +8
-6, -8, -18
-9, -5, -18
-3, +13, +4
-20, -6, -15
+2, -18, +17
-4, +3, -6
-5, -1, -3
-12, +15, -18
+19, +14, -1
+7, -6, -18
-14, -2, +6
+20, +13, -10
+3, +9, -6
+6, -15, -17
-5, +8, +4
+13, -5, -11
+16, -18, +3
+6, +9, -4
-12, -18, +19
+16, +2, +11
+12, +11, -4
-11, +7, +4
-5, +19, -15
-3, +17, +16
+12, +18, -17
-5, +19, -2
-12, +2, +11
+13, -1, +15
-18, +10, -12
+2, -20, -8
-18, +19, -17
-19, +7, +1
+10, +18, +13
+2, +16, +17
-15, +5, +10
+2, -16, +10
+13, -6, +15
+2, -1, -14
-15, +6, -3
-9, -4, -12
-8, -12, -18
+6, -15, -20
+16, +13, +4
+1, +7, -12
-4, +20, -19
+8, -17, -15
+1, -19, +8
+2, -11, +16
+5, -15, +20
-17, -18, -13
-19, -17, +18
-10, +18, +13
-10, +16, +2
-11, +19, +7
-18, -12, +8
-15, -12, -5
-16, +4, +3
-2, -15, +14
+19, -10, -7
+6, -10, -18
-16, -2, +20
-11, +4, +7
-3, +15, +20
+16, -13, -18
-17, +14, +7
+3, -5, +11
+10, -17, -19
+14, +16, -7
+10, +5, -12
-14, +15, -7
-2, -9, -17
+7, +18, +9
+10, -20, -6
+7, -16, +1
-1, -10, -20
+6, -14, +15
+18, -13, -15
-14, -4, -12
-3, +16, +17
-5, +4, +8
-6, -8, -18
-9, -5, -18
-3, +13, +4
-20, -6, -15
+2, -18, +17
-4, +3, -6
-5, -1, -3
-12, +15, -18
+19, +14, -1
+7, -6, -18
-14, -2, +6
+20, +13, -10
+3, +9, -6
+6, -15, -17
-5, +8, +4
+13, -5, -11
+16, -18, +3
+6, +9, -4
-12, -18, +19
+16, +2, +11
+12, +11, -4
-11, +7, +4
-5, +19, -15
-3, +17, +16
+12, +18, -17
-5, +19, -2
-12, +2, +11
+13, -1, +15
-18, +10, -12
+2, -20, -8
-18, +19, -17
-19, +7, +1
+10, +18, +13
+2, +16, +17
-15, +5, +10
+2, -16, +10
+13, -6, +15
+2, -1, -14
-15, +6, -3
-9, -4, -12
-8, -12, -18
+6, -15, -20
+16, +13, +4
+1, +7, -12
