12,16,22
3,28,-19
-43,-16,40
13,-36,23
-49,17,-34
26,-14,17
-33,-39,-4
-12,-48,-2
-18,36,-45
-20,36,33
14,31,47
-32,-4,20
-20,-49,38
-17,-15,21
-49,38,42
-11,16,15
-5,40,-17
-8,-3,-29
-7,-37,-23
-24,13,-39
-28,-31,5
22,17,-49
-32,-10,35
-46,34,-28
-4,15,-25
18,-32,15
-3,30,-32
-9,-14,-8
-36,-22,-6
-12,45,-32
31,35,48
-21,-25,33
-10,-7,24
17,23,-25
21,40,-37
-49,14,26
-27,10,35
-12,-4,25
4,-20,46
34,14,-21
27,-31,-37
-14,24,-21
6,29,-2
-14,-4,-37
16,-15,19
44,-22,-32
-36,4,-48
35,21,-38
-17,-47,-40
-32,34,28
4,-39,50
16,-31,-1
-4,48,22
-38,17,-14
43,-6,-15
-1,-13,-32
35,-8,9
44,-1,47
-46,-8,-34
-2,26,30
3,-20,37
-9,-34,1
30,34,-40
-39,25,3
14,-44,-11
16,-33,23
-31,-16,-40
34,-5,-29
17,-37,23
-15,4,42
-27,7,8
25,-35,-3
37,46,12
18,-7,-35
29,-12,-2
22,41,3
-21,5,-28
20,-22,42
-30,-28,-8
19,-37,-29
17,31,30
38,33,21
-37,-21,45
36,-26,46
6,11,5
22,-19,-46
11,-48,42
1,-33,47
11,-15,-24
-13,-15,-41
-32,31,10
27,41,-11
-39,-36,-23
-23,-20,-43
6,24,-20
-22,-33,-47
4,10,-22
22,6,-48
23,3,30
-31,-42,3
28,34,8
26,18,1
48,-7,44
25,-41,13
37,-27,11
-28,-8,-41
-17,-38,46
-5,49,-26
-48,-35,20
3,13,9
35,-23,-16
1,-29,39
-5,4,15
19,39,-34
35,45,5
22,21,-12
49,10,34
14,-20,3
45,25,42
36,27,8
14,-6,22
2,-43,-26
-47,13,-38
19,41,-50
-22,11,1
-26,35,21
-43,-47,-32
-41,6,39
14,32,-16
1,6,24
-47,-32,18
-7,3,-1
29,-28,9
41,29,10
21,-28,40
39,-33,26
22,20,-5
-49,1,-26
29,-24,-11
-47,-22,33
-2,-45,16
-25,-9,-31
45,-43,-27
48,-41,4
30,16,-34
-45,-30,-7
7,19,35
-14,41,-6
32,15,4
39,26,5
-18,-12,40
-32,-39,-34
-31,-36,19
-6,-11,29
33,-35,48
24,-4,-27
7,15,47
-44,10,50
-50,-17,21
40,20,-1
6,3,39
4,-22,35
-33,-9,-29
-27,-46,7
-48,-7,6
-49,25,6
22,-43,48
-23,-8,-7
7,-11,22
44,24,-21
-6,9,2
-34,19,-47
-31,18,25
5,-42,-12
-27,-31,6
28,-30,31
35,-42,8
-22,-45,-7
-19,-8,28
46,45,27
-17,-44,36
-25,43,-23
-26,-27,7
-15,2,-3
-34,45,-37
26,1,-37
41,44,15
36,-24,10
-46,-21,-30
-17,41,31
23,-26,39
13,-40,-49
43,-30,45
-33,-2,-41
5,11,-46
30,-40,-11
-34,-29,-42
-21,-37,-6
28,-1,-12
-25,-21,-36
+12, +16, +22
+3, +28, -19
-43, -16, +40
+13, -36, +23
-49, +17, -34
+26, -14, +17
-33, -39, -4
-12, -48, -2
-18, +36, -45
-20, +36, +33
+14, +31, +47
-32, -4, +20
-20, -49, +38
-17, -15, +21
-49, +38, +42
-11, +16, +15
-5, +40, -17
-8, -3, -29
-7, -37, -23
-24, +13, -39
-28, -31, +5
+22, +17, -49
-32, -10, +35
-46, +34, -28
-4, +15, -25
+18, -32, +15
-3, +30, -32
-9, -14, -8
-36, -22, -6
-12, +45, -32
+31, +35, +48
-21, -25, +33
-10, -7, +24
+17, +23, -25
+21, +40, -37
-49, +14, +26
-27, +10, +35
-12, -4, +25
+4, -20, +46
+34, +14, -21
+27, -31, -37
-14, +24, -21
+6, +29, -2
-14, -4, -37
+16, -15, +19
+44, -22, -32
-36, +4, -48
+35, +21, -38
-17, -47, -40
-32, +34, +28
+4, -39, +50
+16, -31, -1
-4, +48, +22
-38, +17, -14
+43, -6, -15
-1, -13, -32
+35, -8, +9
+44, -1, +47
-46, -8, -34
-2, +26, +30
+3, -20, +37
-9, -34, +1
+30, +34, -40
-39, +25, +3
+14, -44, -11
+16, -33, +23
-31, -16, -40
+34, -5, -29
+17, -37, +23
-15, +4, +42
-27, +7, +8
+25, -35, -3
+37, +46, +12
+18, -7, -35
+29, -12, -2
+22, +41, +3
-21, +5, -28
+20, -22, +42
-30, -28, -8
+19, -37, -29
+17, +31, +30
+38, +33, +21
-37, -21, +45
+36, -26, +46
+6, +11, +5
+22, -19, -46
+11, -48, +42
+1, -33, +47
+11, -15, -24
-13, -15, -41
-32, +31, +10
+27, +41, -11
-39, -36, -23
-23, -20, -43
+6, +24, -20
-22, -33, -47
+4, +10, -22
+22, +6, -48
+23, +3, +30
-31, -42, +3
+28, +34, +8
+26, +18, +1
+48, -7, +44
+25, -41, +13
+37, -27, +11
-28, -8, -41
-17, -38, +46
-5, +49, -26
-48, -35, +20
+3, +13, +9
+35, -23, -16
+1, -29, +39
-5, +4, +15
+19, +39, -34
+35, +45, +5
+22, +21, -12
+49, +10, +34
+14, -20, +3
+45, +25, +42
+36, +27, +8
+14, -6, +22
+2, -43, -26
-47, +13, -38
+19, +41, -50
-22, +11, +1
-26, +35, +21
-43, -47, -32
-41, +6, +39
+14, +32, -16
+1, +6, +24
-47, -32, +18
-7, +3, -1
+29, -28, +9
+41, +29, +10
+21, -28, +40
+39, -33, +26
+22, +20, -5
-49, +1, -26
+29, -24, -11
-47, -22, +33
-2, -45, +16
-25, -9, -31
+45, -43, -27
+48, -41, +4
+30, +16, -34
-45, -30, -7
+7, +19, +35
-14, +41, -6
+32, +15, +4
+39, +26, +5
-18, -12, +40
-32, -39, -34
-31, -36, +19
-6, -11, +29
+33, -35, +48
+24, -4, -27
+7, +15, +47
-44, +10, +50
-50, -17, +21
+40, +20, -1
+6, +3, +39
+4, -22, +35
-33, -9, -29
-27, -46, +7
-48, -7, +6
-49, +25, +6
+22, -43, +48
-23, -8, -7
+7, -11, +22
+44, +24, -21
-6, +9, +2
-34, +19, -47
-31, +18, +25
+5, -42, -12
-27, -31, +6
+28, -30, +31
+35, -42, +8
-22, -45, -7
-19, -8, +28
+46, +45, +27
-17, -44, +36
-25, +43, -23
-26, -27, +7
-15, +2, -3
-34, +45, -37
+26, +1, -37
+41, +44, +15
+36, -24, +10
-46, -21, -30
-17, +41, +31
+23, -26, +39
+13, -40, -49
+43, -30, +45
-33, -2, -41
+5, +11, -46
+30, -40, -11
-34, -29, -42
-21, -37, -6
+28, -1, -12
-25, -21, -36
+15, -12, -36
-48, -22, -21
-14, -17, -32
-43, +47, -3
-10, +42, -34
+4, +36, -26
-40, -21, +49
+4, -13, -31
-34, -4, +6
-49, -5, -7
+10, +43, +31
-18, -25, +35
-4, +11, +17
+18, -4, +37
-49, +5, -47
-7, +14, +42
+40, +1, -46
+30, +24, +9
+10, -47, +11
+14, -44, -34
+30, +49, +36
-39, +12, -15
+45, +34, +5
-34, +20, -33
+2, +38, -17
-38, +22, -32
-20, -9, +44
-24, +45, +35
-3, -50, +46
+39, +26, -22
+12, +1, -3
-33, +25, -14
-35, -21, -17
-39, +6, -45
+42, -21, -18
-13, +28, +4
-37, +9, +28
+48, -30, +25
-6, +4, -36
-4, -50, -42
+46, +42, -14
+28, +6, -40
+8, -40, -19
-26, +33, +16
+36, -21, -47
+31, -32, +1
-25, -35, +46
+32, -26, +21
-22, -7, -9
+46, -2, -13
-8, +10, +40
+36, -26, +41
+8, +5, -16
-41, +3, +42
-17, -44, -24
-45, +43, -41
+2, +27, +47
-6, -40, +12
+10, -26, -3
+47, +40, +50
-12, -41, +19
-18, +37, +49
-29, +50, -14
-2, +8, +3
+4, -5, +19
-15, -45, -24
+6, -46, -36
+37, -12, -40
-35, +34, -32
-20, +36, -23
+43, +2, -42
-9, +23, -24
+41, +7, -39
+19, +48, +12
-4, +12, -34
+4, +44, -36
+38, -17, +6
-10, -35, -7
-29, +28, -8
+30, -16, -34
+29, -48, +18
-46, +41, +50
+29, +2, +20
+13, +46, -45
+10, -42, -18
+49, -9, +35
+44, +13, +9
+3, -35, +48
-11, +26, +30
+11, -37, +16
+5, +4, +18
-11, +29, -10
-20, -1, +49
-20, -38, -8
+6, +16, +48
-8, -25, -45
+36, -37, -21
-33, -1, -16
+15, -10, +37
+3, +22, -47
+25, -10, +38
+2, +38, +39
-12, -31, +3
-6, +50, -4
-11, -5, -13
-29, +42, +6
+5, -39, +48
+11, -19, -48
-6, +7, -32
+22, -49, +4
-8, -28, +44
+6, +17, -50
-23, -43, +49
-12, +7, -23
-28, +1, +3
+26, -38, -1
-26, -33, -37
-7, +37, +17
-7, -6, -27
-50, +49, +12
+16, -30, -43
+37, -17, -24
+46, -25, -20
+38, +15, -9
+45, +10, +12
-17, -43, +12
+21, -48, +30
-5, +22, -21
-11, -9, +44
+13, -40, -21
-6, -16, +29
-8, +6, +13
+30, -2, -6
+49, +23, +45
+28, -6, -30
+38, -15, -23
+43, +17, +1
-48, -5, +7
-15, -14, +38
+13, +39, +46
-12, -38, -21
+33, +3, +9
+23, -12, -50
+44, -45, -34
+47, -33, +27
+10, +24, -16
-10, -16, -45
+1, -25, -37
+5, +16, +39
+41, +43, -11
-45, -47, +34
+13, -47, +50
-35, -16, -19
+16, -9, +18
-45, -28, -29
-46, -11, -1
-50, +6, -27
-48, +4, -35
-49, -48, +22
-3, +47, +48
-33, +26, -45
+1, +2, +26
-28, -15, -1
+7, +39, +35
-22, +32, -31
+10, +40, +14
-47, +40, +17
-48, -41, -49
-6, -7, -33
+35, +1, -43
+45, +47, +44
-32, -15, -13
-19, +1, +24
-1, +32, -18
-38, +19, +2
-43, +21, -48
+44, +39, -17
+11, -49, +40
+1, +31, +25
-46, -10, -43
+47, +26, -27
-32, -40, -15
+43, +31, -27
-42, +10, +45
-42, -10, -29
-4, -20, +8
-47, -17, +32
-22, -8, -39
-42, -18, -11
-27, -21, +26
+34, +37, +46
+5, -25, -1
-21, +47, +11
-15, -29, +4
+1, -28, -14
+32, -33, -49
+43, -22, +33
-34, -7, +41
+46, -33, +32
-23, -18, +2
